"URL","Route source","Page type","Indexability","HTTP expectation","HTML Title","HTML Title Length","OG Title","Meta Description","Meta Description Length","OG Description","H1","H1 Count","Robots","Canonical","Canonical Status","Word count","Internal links in","Internal links out","Global navigation links in","Footer links in","Related component links in","Contextual body links in","Structured data types","Sitemap inclusion","Primary Cluster","Parent Hub","Conversion Role","Similarity Group","Manual Review Reason","Primary intent","Funnel Stage","Thin-content risk","Doorway-page risk","Recommended action"
"/404","src/pages/404.astro","Utility/error page","noindex","404","ไม่พบหน้า | WINNER IT","21","ไม่พบหน้า | WINNER IT","ไม่พบหน้าเว็บที่คุณต้องการ สามารถกลับหน้าแรกหรือติดต่อ LINE @buyhub ได้","71","ไม่พบหน้าเว็บที่คุณต้องการ สามารถกลับหน้าแรกหรือติดต่อ LINE @buyhub ได้","ไม่พบหน้านี้","1","noindex, nofollow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/404","self-referencing","28","0","21","0","0","0","0","","no","UTILITY","/","Error recovery / support","UTILITY:Utility/error page","","Navigation / error recovery","Support","low","low","retain noindex; exclude from sitemap"
"/บทความ/วิธีถ่ายรูปสินค้าไอทีเพื่อให้ประเมินราคาได้เร็ว","src/content/articles/วิธีถ่ายรูปสินค้าไอทีเพื่อให้ประเมินราคาได้เร็ว.md","Article","indexable","200","วิธีถ่ายรูปสินค้าไอทีเพื่อให้ประเมินราคาได้เร็ว | WINNER IT","59","วิธีถ่ายรูปสินค้าไอทีเพื่อให้ประเมินราคาได้เร็ว | WINNER IT","เทคนิคถ่ายรูปสินค้าไอทีก่อนส่งประเมิน ครอบคลุมมุมที่ต้องถ่าย แสง ความชัด และข้อผิดพลาดที่ควรหลีกเลี่ยง","102","เทคนิคถ่ายรูปสินค้าไอทีก่อนส่งประเมิน ครอบคลุมมุมที่ต้องถ่าย แสง ความชัด และข้อผิดพลาดที่ควรหลีกเลี่ยง","วิธีถ่ายรูปสินค้าไอทีเพื่อให้ประเมินราคาได้เร็ว","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/บทความ/วิธีถ่ายรูปสินค้าไอทีเพื่อให้ประเมินราคาได้เร็ว","self-referencing","376","10","24","0","0","8","4","Organization|WebSite|WebPage|Article|BreadcrumbList","yes","CONTENT","/บทความ","Assisted conversion / trust","CONTENT:Article","","Informational","Awareness / consideration","low","low","retain; validate with GSC"
"/บทความ/วิธีลบข้อมูลก่อนขายคอมพิวเตอร์","src/content/articles/วิธีลบข้อมูลก่อนขายคอมพิวเตอร์.md","Article","indexable","200","วิธีลบข้อมูลก่อนขายคอมพิวเตอร์ | WINNER IT","42","วิธีลบข้อมูลก่อนขายคอมพิวเตอร์ | WINNER IT","คู่มือลบข้อมูลส่วนตัวก่อนขายคอมพิวเตอร์ Windows และ Mac ครอบคลุมการสำรองข้อมูล รีเซ็ตเครื่อง และจัดการ SSD","106","คู่มือลบข้อมูลส่วนตัวก่อนขายคอมพิวเตอร์ Windows และ Mac ครอบคลุมการสำรองข้อมูล รีเซ็ตเครื่อง และจัดการ SSD","วิธีลบข้อมูลก่อนขายคอมพิวเตอร์","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/บทความ/วิธีลบข้อมูลก่อนขายคอมพิวเตอร์","self-referencing","414","28","24","0","0","4","26","Organization|WebSite|WebPage|Article|BreadcrumbList","yes","CONTENT","/บทความ","Assisted conversion / trust","CONTENT:Article","","Informational","Awareness / consideration","low","low","retain; validate with GSC"
"/บทความ/วิธีออกจาก-icloud-ก่อนขาย-iphone-หรือ-ipad","src/content/articles/วิธีออกจาก-icloud-ก่อนขาย-iphone-หรือ-ipad.md","Article","indexable","200","วิธีออกจาก iCloud ก่อนขาย iPhone หรือ iPad | WINNER IT","54","วิธีออกจาก iCloud ก่อนขาย iPhone หรือ iPad | WINNER IT","คู่มือออกจาก iCloud และปิด Find My ก่อนขาย iPhone หรือ iPad ขั้นตอนครบถ้วนเพื่อความปลอดภัยและขายได้ราบรื่น","106","คู่มือออกจาก iCloud และปิด Find My ก่อนขาย iPhone หรือ iPad ขั้นตอนครบถ้วนเพื่อความปลอดภัยและขายได้ราบรื่น","วิธีออกจาก iCloud ก่อนขาย iPhone หรือ iPad","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/บทความ/วิธีออกจาก-icloud-ก่อนขาย-iphone-หรือ-ipad","self-referencing","406","6","24","0","0","2","3","Organization|WebSite|WebPage|Article|BreadcrumbList","yes","CONTENT","/บทความ","Assisted conversion / trust","CONTENT:Article","","Informational","Awareness / consideration","low","low","retain; validate with GSC"
"/บทความ/วิธีออกจากบัญชี-google-ก่อนขายโทรศัพท์-android","src/content/articles/วิธีออกจากบัญชี-google-ก่อนขายโทรศัพท์-android.md","Article","indexable","200","วิธีออกจากบัญชี Google ก่อนขายโทรศัพท์ Android | WINNER IT","58","วิธีออกจากบัญชี Google ก่อนขายโทรศัพท์ Android | WINNER IT","คู่มือออกจากบัญชี Google และรีเซ็ตโทรศัพท์ Android ก่อนขาย ครอบคลุม Samsung OPPO vivo และแบรนด์อื่น","99","คู่มือออกจากบัญชี Google และรีเซ็ตโทรศัพท์ Android ก่อนขาย ครอบคลุม Samsung OPPO vivo และแบรนด์อื่น","วิธีออกจากบัญชี Google ก่อนขายโทรศัพท์ Android","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/บทความ/วิธีออกจากบัญชี-google-ก่อนขายโทรศัพท์-android","self-referencing","326","3","24","0","0","1","2","Organization|WebSite|WebPage|Article|BreadcrumbList","yes","CONTENT","/บทความ","Assisted conversion / trust","CONTENT:Article","","Informational","Awareness / consideration","low","low","retain; validate with GSC"
"/บทความ/วิธีเช็กสเปกโน๊ตบุ๊คก่อนส่งประเมิน","src/content/articles/วิธีเช็กสเปกโน๊ตบุ๊คก่อนส่งประเมิน.md","Article","indexable","200","วิธีเช็กสเปกโน๊ตบุ๊คก่อนส่งประเมิน | WINNER IT","46","วิธีเช็กสเปกโน๊ตบุ๊คก่อนส่งประเมิน | WINNER IT","วิธีเช็กสเปกโน๊ตบุ๊ค Windows และ Mac ก่อนส่งประเมินราคา ครอบคลุม CPU RAM SSD การ์ดจอ และข้อมูลที่ควรแจ้งร้านรับซื้อ","115","วิธีเช็กสเปกโน๊ตบุ๊ค Windows และ Mac ก่อนส่งประเมินราคา ครอบคลุม CPU RAM SSD การ์ดจอ และข้อมูลที่ควรแจ้งร้านรับซื้อ","วิธีเช็กสเปกโน๊ตบุ๊คก่อนส่งประเมิน","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/บทความ/วิธีเช็กสเปกโน๊ตบุ๊คก่อนส่งประเมิน","self-referencing","403","3","26","0","0","1","2","Organization|WebSite|WebPage|Article|BreadcrumbList","yes","CONTENT","/บทความ","Assisted conversion / trust","CONTENT:Article","","Informational","Awareness / consideration","low","low","retain; validate with GSC"
"/บทความ/สินค้าไอทีเปิดไม่ติดยังประเมินราคาได้อย่างไร","src/content/articles/สินค้าไอทีเปิดไม่ติดยังประเมินราคาได้อย่างไร.md","Article","indexable","200","สินค้าไอทีเปิดไม่ติดยังประเมินราคาได้อย่างไร | WINNER IT","56","สินค้าไอทีเปิดไม่ติดยังประเมินราคาได้อย่างไร | WINNER IT","วิธีประเมินราคาสินค้าไอทีที่เปิดไม่ติด ครอบคลุมข้อมูลที่ต้องแจ้ง รูปที่ต้องถ่าย และข้อจำกัดราคาเบื้องต้น","104","วิธีประเมินราคาสินค้าไอทีที่เปิดไม่ติด ครอบคลุมข้อมูลที่ต้องแจ้ง รูปที่ต้องถ่าย และข้อจำกัดราคาเบื้องต้น","สินค้าไอทีเปิดไม่ติดยังประเมินราคาได้อย่างไร","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/บทความ/สินค้าไอทีเปิดไม่ติดยังประเมินราคาได้อย่างไร","self-referencing","316","3","24","0","0","1","2","Organization|WebSite|WebPage|Article|BreadcrumbList","yes","CONTENT","/บทความ","Assisted conversion / trust","CONTENT:Article","","Informational","Awareness / consideration","low","low","retain; validate with GSC"
"/บทความ/ส่งโน๊ตบุ๊คหรือโทรศัพท์อย่างไรให้ปลอดภัย","src/content/articles/ส่งโน๊ตบุ๊คหรือโทรศัพท์อย่างไรให้ปลอดภัย.md","Article","indexable","200","ส่งโน๊ตบุ๊คหรือโทรศัพท์อย่างไรให้ปลอดภัย | WINNER IT","52","ส่งโน๊ตบุ๊คหรือโทรศัพท์อย่างไรให้ปลอดภัย | WINNER IT","คู่มือแพ็กและส่งโน๊ตบุ๊ค โทรศัพท์ ให้ปลอดภัย ครอบคลุมการแพ็กกล่อง กันกระแทก ประกัน และขั้นตอนส่งประเมิน","103","คู่มือแพ็กและส่งโน๊ตบุ๊ค โทรศัพท์ ให้ปลอดภัย ครอบคลุมการแพ็กกล่อง กันกระแทก ประกัน และขั้นตอนส่งประเมิน","ส่งโน๊ตบุ๊คหรือโทรศัพท์อย่างไรให้ปลอดภัย","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/บทความ/ส่งโน๊ตบุ๊คหรือโทรศัพท์อย่างไรให้ปลอดภัย","self-referencing","345","7","24","0","0","4","5","Organization|WebSite|WebPage|Article|BreadcrumbList","yes","CONTENT","/บทความ","Assisted conversion / trust","CONTENT:Article","","Informational","Awareness / consideration","low","low","retain; validate with GSC"
"/บทความ/เช็กราคาสินค้าไอทีก่อนขายต้องดูอะไรบ้าง","src/content/articles/เช็กราคาสินค้าไอทีก่อนขายต้องดูอะไรบ้าง.md","Article","indexable","200","เช็กราคาสินค้าไอทีก่อนขายต้องดูอะไรบ้าง | WINNER IT","51","เช็กราคาสินค้าไอทีก่อนขายต้องดูอะไรบ้าง | WINNER IT","คู่มือเช็กราคาสินค้าไอทีก่อนขาย ครอบคลุมปัจจัยที่มีผลต่อราคา วิธีเปรียบเทียบ และข้อควรระวังก่อนตัดสินใจขาย","106","คู่มือเช็กราคาสินค้าไอทีก่อนขาย ครอบคลุมปัจจัยที่มีผลต่อราคา วิธีเปรียบเทียบ และข้อควรระวังก่อนตัดสินใจขาย","เช็กราคาสินค้าไอทีก่อนขายต้องดูอะไรบ้าง","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/บทความ/เช็กราคาสินค้าไอทีก่อนขายต้องดูอะไรบ้าง","self-referencing","639","9","24","0","0","7","1","Organization|WebSite|WebPage|Article|BreadcrumbList","yes","CONTENT","/บทความ","Assisted conversion / trust","CONTENT:Article","","Informational","Awareness / consideration","low","low","retain; validate with GSC"
"/บทความ/เตรียมโน๊ตบุ๊คก่อนขายอย่างไร","src/content/articles/เตรียมโน๊ตบุ๊คก่อนขายอย่างไร.md","Article","indexable","200","เตรียมโน๊ตบุ๊คก่อนขายอย่างไร | WINNER IT","40","เตรียมโน๊ตบุ๊คก่อนขายอย่างไร | WINNER IT","คู่มือเตรียมโน๊ตบุ๊คก่อนขาย ครอบคลุมการสำรองข้อมูล ลบบัญชี ถ่ายรูป รวบรวมอุปกรณ์ และสิ่งที่ควรแจ้งร้านรับซื้อ","109","คู่มือเตรียมโน๊ตบุ๊คก่อนขาย ครอบคลุมการสำรองข้อมูล ลบบัญชี ถ่ายรูป รวบรวมอุปกรณ์ และสิ่งที่ควรแจ้งร้านรับซื้อ","เตรียมโน๊ตบุ๊คก่อนขายอย่างไร","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/บทความ/เตรียมโน๊ตบุ๊คก่อนขายอย่างไร","self-referencing","483","10","25","0","0","6","5","Organization|WebSite|WebPage|Article|BreadcrumbList","yes","CONTENT","/บทความ","Assisted conversion / trust","CONTENT:Article","","Informational","Awareness / consideration","low","low","retain; validate with GSC"
"/บทความ","src/pages/บทความ.astro","Article hub","indexable","200","บทความแนะนำก่อนขายสินค้าไอที | WINNER IT","40","บทความแนะนำก่อนขายสินค้าไอที | WINNER IT","รวมบทความวิธีเตรียมขายโน๊ตบุ๊ค โทรศัพท์ คอม และอุปกรณ์ไอทีในโคราช อ่านก่อนส่งประเมินผ่าน LINE @buyhub","101","รวมบทความวิธีเตรียมขายโน๊ตบุ๊ค โทรศัพท์ คอม และอุปกรณ์ไอทีในโคราช อ่านก่อนส่งประเมินผ่าน LINE @buyhub","บทความแนะนำก่อนขายสินค้าไอที","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/บทความ","self-referencing","525","88","36","88","0","0","0","Organization|WebSite|WebPage|BreadcrumbList","yes","CONTENT","/","Primary LINE/phone conversion","CONTENT:Article hub","","Transactional","Decision","low","low","retain; validate with GSC"
"/บริการรับซื้อถึงที่โคราช","src/content/services/บริการรับซื้อถึงที่โคราช.md","Seller intent","indexable","200","บริการรับซื้อถึงที่ โคราช นัดรับสินค้าไอที | WINNER IT","54","บริการรับซื้อถึงที่ โคราช นัดรับสินค้าไอที | WINNER IT","WINNER IT บริการรับซื้อถึงที่ในโคราช นัดหมายล่วงหน้า ตรวจสินค้าหน้างาน ผ่าน LINE @buyhub","88","WINNER IT บริการรับซื้อถึงที่ในโคราช นัดหมายล่วงหน้า ตรวจสินค้าหน้างาน ผ่าน LINE @buyhub","บริการรับซื้อถึงที่ โคราช","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/บริการรับซื้อถึงที่โคราช","self-referencing","1860","88","21","0","0","30","30","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","SELLER-JOURNEY","/รับซื้อสินค้าไอที","Primary LINE/phone conversion","SELLER-JOURNEY:Seller intent","","Transactional","Decision","low","low","retain; validate with GSC"
"/บริษัทปิดกิจการขายอุปกรณ์ไอที","src/content/services/บริษัทปิดกิจการขายอุปกรณ์ไอที.md","B2B/bulk","indexable","200","บริษัทปิดกิจการขายอุปกรณ์ไอที โคราช | WINNER IT","47","บริษัทปิดกิจการขายอุปกรณ์ไอที โคราช | WINNER IT","WINNER IT รับซื้ออุปกรณ์ IT เมื่อบริษัทปิดกิจการในโคราช asset list เอกสาร นัดรับ ผ่าน LINE @buyhub","98","WINNER IT รับซื้ออุปกรณ์ IT เมื่อบริษัทปิดกิจการในโคราช asset list เอกสาร นัดรับ ผ่าน LINE @buyhub","บริษัทปิดกิจการขายอุปกรณ์ไอที","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/บริษัทปิดกิจการขายอุปกรณ์ไอที","self-referencing","1811","1","21","0","0","0","0","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","B2B","/รับซื้อสินค้าไอทียกล็อต","Primary LINE/phone conversion","B2B:B2B/bulk","","Transactional","Decision","low","low","retain; validate with GSC"
"/พื้นที่/ด่านขุนทด","src/content/areas/ด่านขุนทด.md","Location","indexable","200","รับซื้อไอทีด่านขุนทด อำเภอด่านขุนทด | WINNER IT","47","รับซื้อไอทีด่านขุนทด อำเภอด่านขุนทด | WINNER IT","รับซื้อโน๊ตบุ๊ค iPhone คอมพิวเตอร์ในอำเภอด่านขุนทด พื้นที่ที่อยู่อาศัยผสมผสานทางตะวันตกของโคราช เริ่มผ่าน LINE @buyhub","118","รับซื้อโน๊ตบุ๊ค iPhone คอมพิวเตอร์ในอำเภอด่านขุนทด พื้นที่ที่อยู่อาศัยผสมผสานทางตะวันตกของโคราช เริ่มผ่าน LINE @buyhub","รับซื้อไอทีอำเภอด่านขุนทด","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/พื้นที่/ด่านขุนทด","self-referencing","371","1","23","0","0","0","0","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","LOCATION","/พื้นที่/เมืองนครราชสีมา","Primary LINE/phone conversion","LOCATION:Location","Location uniqueness and GSC query review","Local transactional","Decision","low","manual review","retain; validate with GSC"
"/พื้นที่/บัวใหญ่","src/content/areas/บัวใหญ่.md","Location","indexable","200","รับซื้อไอทีบัวใหญ่ อำเภอบัวใหญ่ | WINNER IT","43","รับซื้อไอทีบัวใหญ่ อำเภอบัวใหญ่ | WINNER IT","รับซื้อโน๊ตบุ๊ค คอมพิวเตอร์ อุปกรณ์สำนักงานในอำเภอบัวใหญ่ พื้นที่โลจิสติกส์ทางตอนเหนือของโคราช เริ่มผ่าน LINE @buyhub","117","รับซื้อโน๊ตบุ๊ค คอมพิวเตอร์ อุปกรณ์สำนักงานในอำเภอบัวใหญ่ พื้นที่โลจิสติกส์ทางตอนเหนือของโคราช เริ่มผ่าน LINE @buyhub","รับซื้อไอทีอำเภอบัวใหญ่","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/พื้นที่/บัวใหญ่","self-referencing","375","1","22","0","0","0","0","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","LOCATION","/พื้นที่/เมืองนครราชสีมา","Primary LINE/phone conversion","LOCATION:Location","Location uniqueness and GSC query review","Local transactional","Decision","low","manual review","retain; validate with GSC"
"/พื้นที่/ปักธงชัย","src/content/areas/ปักธงชัย.md","Location","indexable","200","รับซื้อไอทีปักธงชัย อำเภอปักธงชัย | WINNER IT","45","รับซื้อไอทีปักธงชัย อำเภอปักธงชัย | WINNER IT","รับซื้อโน๊ตบุ๊ค คอมพิวเตอร์ อุปกรณ์ไอทีในอำเภอปักธงชัย พื้นที่ผ้าไหมและธุรกิจท่องเที่ยวเชิงวัฒนธรรม เริ่มผ่าน LINE @buyhub","122","รับซื้อโน๊ตบุ๊ค คอมพิวเตอร์ อุปกรณ์ไอทีในอำเภอปักธงชัย พื้นที่ผ้าไหมและธุรกิจท่องเที่ยวเชิงวัฒนธรรม เริ่มผ่าน LINE @buyhub","รับซื้อไอทีอำเภอปักธงชัย","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/พื้นที่/ปักธงชัย","self-referencing","459","1","23","0","0","0","0","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","LOCATION","/พื้นที่/เมืองนครราชสีมา","Primary LINE/phone conversion","LOCATION:Location","Location uniqueness and GSC query review","Local transactional","Decision","low","manual review","retain; validate with GSC"
"/พื้นที่/ปากช่อง","src/content/areas/ปากช่อง.md","Location","indexable","200","รับซื้อไอทีปากช่อง อำเภอปากช่อง | WINNER IT","43","รับซื้อไอทีปากช่อง อำเภอปากช่อง | WINNER IT","รับซื้อโน๊ตบุ๊ค iPhone อุปกรณ์ไอทีในอำเภอปากช่อง บ้านพักตากอากาศ วิลล่า และพื้นที่ใกล้เขาใหญ่ เริ่มประเมินผ่าน LINE @buyhub","123","รับซื้อโน๊ตบุ๊ค iPhone อุปกรณ์ไอทีในอำเภอปากช่อง บ้านพักตากอากาศ วิลล่า และพื้นที่ใกล้เขาใหญ่ เริ่มประเมินผ่าน LINE @buyhub","รับซื้อไอทีอำเภอปากช่อง","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/พื้นที่/ปากช่อง","self-referencing","643","1","22","0","0","0","0","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","LOCATION","/พื้นที่/เมืองนครราชสีมา","Primary LINE/phone conversion","LOCATION:Location","Location uniqueness and GSC query review","Local transactional","Decision","low","manual review","retain; validate with GSC"
"/พื้นที่/พิมาย","src/content/areas/พิมาย.md","Location","indexable","200","รับซื้อไอทีพิมาย อำเภอพิมาย | WINNER IT","39","รับซื้อไอทีพิมาย อำเภอพิมาย | WINNER IT","รับซื้อโน๊ตบุ๊ค iPhone กล้อง อุปกรณ์ไอทีในอำเภอพิมาย พื้นที่ท่องเที่ยวประวัติศาสตร์และร้านค้าท้องถิ่น เริ่มผ่าน LINE @buyhub","124","รับซื้อโน๊ตบุ๊ค iPhone กล้อง อุปกรณ์ไอทีในอำเภอพิมาย พื้นที่ท่องเที่ยวประวัติศาสตร์และร้านค้าท้องถิ่น เริ่มผ่าน LINE @buyhub","รับซื้อไอทีอำเภอพิมาย","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/พื้นที่/พิมาย","self-referencing","386","1","22","0","0","0","0","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","LOCATION","/พื้นที่/เมืองนครราชสีมา","Primary LINE/phone conversion","LOCATION:Location","Location uniqueness and GSC query review","Local transactional","Decision","low","manual review","retain; validate with GSC"
"/พื้นที่/มหาวิทยาลัยเทคโนโลยีสุรนารี","src/content/areas/มหาวิทยาลัยเทคโนโลยีสุรนารี.md","Location","indexable","200","รับซื้อไอที มทส. มหาวิทยาลัยเทคโนโลยีสุรนารี | WINNER IT","56","รับซื้อไอที มทส. มหาวิทยาลัยเทคโนโลยีสุรนารี | WINNER IT","รับซื้อโน๊ตบุ๊ค iPhone แท็บเล็ตสำหรับนักศึกษาและบุคลากร มทส. เริ่มประเมินผ่าน LINE @buyhub นัดรับตามคิวหรือจัดส่ง","113","รับซื้อโน๊ตบุ๊ค iPhone แท็บเล็ตสำหรับนักศึกษาและบุคลากร มทส. เริ่มประเมินผ่าน LINE @buyhub นัดรับตามคิวหรือจัดส่ง","รับซื้อไอที มทส. มหาวิทยาลัยเทคโนโลยีสุรนารี","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/พื้นที่/มหาวิทยาลัยเทคโนโลยีสุรนารี","self-referencing","495","1","23","0","0","0","0","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","LOCATION","/พื้นที่/เมืองนครราชสีมา","Primary LINE/phone conversion","LOCATION:Location","Location uniqueness and GSC query review","Local transactional","Decision","low","manual review","retain; validate with GSC"
"/พื้นที่/สีคิ้ว","src/content/areas/สีคิ้ว.md","Location","indexable","200","รับซื้อไอทีสีคิ้ว อำเภอสีคิ้ว | WINNER IT","41","รับซื้อไอทีสีคิ้ว อำเภอสีคิ้ว | WINNER IT","รับซื้อโน๊ตบุ๊ค คอมพิวเตอร์ อุปกรณ์สำนักงานในอำเภอสีคิ้ว พื้นที่โลจิสติกส์และคลังสินค้าระหว่างโคราช-กรุงเทพ เริ่มผ่าน LINE @buyhub","130","รับซื้อโน๊ตบุ๊ค คอมพิวเตอร์ อุปกรณ์สำนักงานในอำเภอสีคิ้ว พื้นที่โลจิสติกส์และคลังสินค้าระหว่างโคราช-กรุงเทพ เริ่มผ่าน LINE @buyhub","รับซื้อไอทีอำเภอสีคิ้ว","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/พื้นที่/สีคิ้ว","self-referencing","516","1","23","0","0","0","0","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","LOCATION","/พื้นที่/เมืองนครราชสีมา","Primary LINE/phone conversion","LOCATION:Location","Location uniqueness and GSC query review","Local transactional","Decision","low","manual review","retain; validate with GSC"
"/พื้นที่/สูงเนิน","src/content/areas/สูงเนิน.md","Location","indexable","200","รับซื้อไอทีสูงเนิน อำเภอสูงเนิน | WINNER IT","43","รับซื้อไอทีสูงเนิน อำเภอสูงเนิน | WINNER IT","รับซื้อโน๊ตบุ๊ค iPhone คอมพิวเตอร์ในอำเภอสูงเนิน พื้นที่ที่อยู่อาศัยชานเมืองระหว่างโคราชและเส้นทางปากช่อง เริ่มผ่าน LINE @buyhub","128","รับซื้อโน๊ตบุ๊ค iPhone คอมพิวเตอร์ในอำเภอสูงเนิน พื้นที่ที่อยู่อาศัยชานเมืองระหว่างโคราชและเส้นทางปากช่อง เริ่มผ่าน LINE @buyhub","รับซื้อไอทีอำเภอสูงเนิน","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/พื้นที่/สูงเนิน","self-referencing","529","1","22","0","0","0","0","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","LOCATION","/พื้นที่/เมืองนครราชสีมา","Primary LINE/phone conversion","LOCATION:Location","Location uniqueness and GSC query review","Local transactional","Decision","low","manual review","retain; validate with GSC"
"/พื้นที่/เมืองนครราชสีมา","src/content/areas/เมืองนครราชสีมา.md","Location","indexable","200","รับซื้อไอทีเมืองนครราชสีมา | WINNER IT","38","รับซื้อไอทีเมืองนครราชสีมา | WINNER IT","รับซื้อโน๊ตบุ๊ค iPhone คอมพิวเตอร์ในเขตเมืองนครราชสีมา สำหรับพนักงานออฟฟิศ นักศึกษา และร้านค้า เริ่มประเมินผ่าน LINE @buyhub นัดรับตามคิวและระยะทาง","147","รับซื้อโน๊ตบุ๊ค iPhone คอมพิวเตอร์ในเขตเมืองนครราชสีมา สำหรับพนักงานออฟฟิศ นักศึกษา และร้านค้า เริ่มประเมินผ่าน LINE @buyhub นัดรับตามคิวและระยะทาง","รับซื้อไอทีเขตเมืองนครราชสีมา","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/พื้นที่/เมืองนครราชสีมา","self-referencing","864","88","23","88","88","1","20","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","LOCATION","/พื้นที่/เมืองนครราชสีมา","Primary LINE/phone conversion","LOCATION:Location","Location uniqueness and GSC query review","Local transactional","Decision","low","manual review","retain; validate with GSC"
"/พื้นที่/โชคชัย","src/content/areas/โชคชัย.md","Location","indexable","200","รับซื้อไอทีโชคชัย อำเภอโชคชัย | WINNER IT","41","รับซื้อไอทีโชคชัย อำเภอโชคชัย | WINNER IT","รับซื้อโน๊ตบุ๊ค คอมพิวเตอร์ อุปกรณ์สำนักงานในอำเภอโชคชัย พื้นที่เกษตรกรรมและสำนักงานฟาร์ม เริ่มผ่าน LINE @buyhub","112","รับซื้อโน๊ตบุ๊ค คอมพิวเตอร์ อุปกรณ์สำนักงานในอำเภอโชคชัย พื้นที่เกษตรกรรมและสำนักงานฟาร์ม เริ่มผ่าน LINE @buyhub","รับซื้อไอทีอำเภอโชคชัย","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/พื้นที่/โชคชัย","self-referencing","408","1","22","0","0","0","0","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","LOCATION","/พื้นที่/เมืองนครราชสีมา","Primary LINE/phone conversion","LOCATION:Location","Location uniqueness and GSC query review","Local transactional","Decision","low","manual review","retain; validate with GSC"
"/พื้นที่/โนนสูง","src/content/areas/โนนสูง.md","Location","indexable","200","รับซื้อไอทีโนนสูง อำเภอโนนสูง | WINNER IT","41","รับซื้อไอทีโนนสูง อำเภอโนนสูง | WINNER IT","รับซื้อโน๊ตบุ๊ค iPhone คอมพิวเตอร์ในอำเภอโนนสูง พื้นที่ที่อยู่อาศัยชุมชนทางตะวันออกของโคราช เริ่มผ่าน LINE @buyhub","114","รับซื้อโน๊ตบุ๊ค iPhone คอมพิวเตอร์ในอำเภอโนนสูง พื้นที่ที่อยู่อาศัยชุมชนทางตะวันออกของโคราช เริ่มผ่าน LINE @buyhub","รับซื้อไอทีอำเภอโนนสูง","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/พื้นที่/โนนสูง","self-referencing","358","1","22","0","0","0","0","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","LOCATION","/พื้นที่/เมืองนครราชสีมา","Primary LINE/phone conversion","LOCATION:Location","Location uniqueness and GSC query review","Local transactional","Decision","low","manual review","retain; validate with GSC"
