path,status,indexable,canonical,robots,title,h1,wordCount,inSitemap,schemas,hasLine,hasTel,hasFB,hasMaps,outInternal
"/บทความ/ssd-และข้อมูลส่วนตัวควรจัดการอย่างไรก่อนขาย",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/บทความ/ssd-และข้อมูลส่วนตัวควรจัดการอย่างไรก่อนขาย","index, follow","SSD และข้อมูลส่วนตัวควรจัดการอย่างไรก่อนขาย | WINNER IT","SSD และข้อมูลส่วนตัวควรจัดการอย่างไรก่อนขาย",282,true,"Organization|AdministrativeArea|WebSite|WebPage|Article|BreadcrumbList|ListItem",true,true,false,false,24
"/บทความ/กล่องและอุปกรณ์มีผลต่อราคามือสองหรือไม่",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/บทความ/กล่องและอุปกรณ์มีผลต่อราคามือสองหรือไม่","index, follow","กล่องและอุปกรณ์มีผลต่อราคามือสองหรือไม่ | WINNER IT","กล่องและอุปกรณ์มีผลต่อราคามือสองหรือไม่",336,true,"Organization|AdministrativeArea|WebSite|WebPage|Article|BreadcrumbList|ListItem",true,true,false,false,24
"/บทความ/ขายคอมหลายเครื่องควรเตรียมรายการอย่างไร",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/บทความ/ขายคอมหลายเครื่องควรเตรียมรายการอย่างไร","index, follow","ขายคอมหลายเครื่องควรเตรียมรายการอย่างไร | WINNER IT","ขายคอมหลายเครื่องควรเตรียมรายการอย่างไร",356,true,"Organization|AdministrativeArea|WebSite|WebPage|Article|BreadcrumbList|ListItem",true,true,false,false,24
"/บทความ/ขายอุปกรณ์ไอทีของบริษัทต้องเตรียมเอกสารอะไร",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/บทความ/ขายอุปกรณ์ไอทีของบริษัทต้องเตรียมเอกสารอะไร","index, follow","ขายอุปกรณ์ไอทีของบริษัทต้องเตรียมเอกสารอะไร | WINNER IT","ขายอุปกรณ์ไอทีของบริษัทต้องเตรียมเอกสารอะไร",328,true,"Organization|AdministrativeArea|WebSite|WebPage|Article|BreadcrumbList|ListItem",true,true,false,false,24
"/บทความ/ข้อควรรู้ก่อนขายกล้องและเลนส์มือสอง",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/บทความ/ข้อควรรู้ก่อนขายกล้องและเลนส์มือสอง","index, follow","ข้อควรรู้ก่อนขายกล้องและเลนส์มือสอง | WINNER IT","ข้อควรรู้ก่อนขายกล้องและเลนส์มือสอง",316,true,"Organization|AdministrativeArea|WebSite|WebPage|Article|BreadcrumbList|ListItem",true,true,false,false,24
"/บทความ/ปัจจัยที่ทำให้ราคาการ์ดจอมือสองแตกต่างกัน",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/บทความ/ปัจจัยที่ทำให้ราคาการ์ดจอมือสองแตกต่างกัน","index, follow","ปัจจัยที่ทำให้ราคาการ์ดจอมือสองแตกต่างกัน | WINNER IT","ปัจจัยที่ทำให้ราคาการ์ดจอมือสองแตกต่างกัน",265,true,"Organization|AdministrativeArea|WebSite|WebPage|Article|BreadcrumbList|ListItem",true,true,false,false,24
"/บทความ/วิธีถ่ายรูปสินค้าไอทีเพื่อให้ประเมินราคาได้เร็ว",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/บทความ/วิธีถ่ายรูปสินค้าไอทีเพื่อให้ประเมินราคาได้เร็ว","index, follow","วิธีถ่ายรูปสินค้าไอทีเพื่อให้ประเมินราคาได้เร็ว | WINNER IT","วิธีถ่ายรูปสินค้าไอทีเพื่อให้ประเมินราคาได้เร็ว",376,true,"Organization|AdministrativeArea|WebSite|WebPage|Article|BreadcrumbList|ListItem",true,true,false,false,24
"/บทความ/วิธีลบข้อมูลก่อนขายคอมพิวเตอร์",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/บทความ/วิธีลบข้อมูลก่อนขายคอมพิวเตอร์","index, follow","วิธีลบข้อมูลก่อนขายคอมพิวเตอร์ | WINNER IT","วิธีลบข้อมูลก่อนขายคอมพิวเตอร์",414,true,"Organization|AdministrativeArea|WebSite|WebPage|Article|BreadcrumbList|ListItem",true,true,false,false,24
"/บทความ/วิธีออกจาก-icloud-ก่อนขาย-iphone-หรือ-ipad",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/บทความ/วิธีออกจาก-icloud-ก่อนขาย-iphone-หรือ-ipad","index, follow","วิธีออกจาก iCloud ก่อนขาย iPhone หรือ iPad | WINNER IT","วิธีออกจาก iCloud ก่อนขาย iPhone หรือ iPad",406,true,"Organization|AdministrativeArea|WebSite|WebPage|Article|BreadcrumbList|ListItem",true,true,false,false,24
"/บทความ/วิธีออกจากบัญชี-google-ก่อนขายโทรศัพท์-android",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/บทความ/วิธีออกจากบัญชี-google-ก่อนขายโทรศัพท์-android","index, follow","วิธีออกจากบัญชี Google ก่อนขายโทรศัพท์ Android | WINNER IT","วิธีออกจากบัญชี Google ก่อนขายโทรศัพท์ Android",326,true,"Organization|AdministrativeArea|WebSite|WebPage|Article|BreadcrumbList|ListItem",true,true,false,false,24
"/บทความ/วิธีเช็กสเปกโน๊ตบุ๊คก่อนส่งประเมิน",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/บทความ/วิธีเช็กสเปกโน๊ตบุ๊คก่อนส่งประเมิน","index, follow","วิธีเช็กสเปกโน๊ตบุ๊คก่อนส่งประเมิน | WINNER IT","วิธีเช็กสเปกโน๊ตบุ๊คก่อนส่งประเมิน",403,true,"Organization|AdministrativeArea|WebSite|WebPage|Article|BreadcrumbList|ListItem",true,true,false,false,26
"/บทความ/สินค้าไอทีเปิดไม่ติดยังประเมินราคาได้อย่างไร",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/บทความ/สินค้าไอทีเปิดไม่ติดยังประเมินราคาได้อย่างไร","index, follow","สินค้าไอทีเปิดไม่ติดยังประเมินราคาได้อย่างไร | WINNER IT","สินค้าไอทีเปิดไม่ติดยังประเมินราคาได้อย่างไร",316,true,"Organization|AdministrativeArea|WebSite|WebPage|Article|BreadcrumbList|ListItem",true,true,false,false,24
"/บทความ/ส่งโน๊ตบุ๊คหรือโทรศัพท์อย่างไรให้ปลอดภัย",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/บทความ/ส่งโน๊ตบุ๊คหรือโทรศัพท์อย่างไรให้ปลอดภัย","index, follow","ส่งโน๊ตบุ๊คหรือโทรศัพท์อย่างไรให้ปลอดภัย | WINNER IT","ส่งโน๊ตบุ๊คหรือโทรศัพท์อย่างไรให้ปลอดภัย",345,true,"Organization|AdministrativeArea|WebSite|WebPage|Article|BreadcrumbList|ListItem",true,true,false,false,24
"/บทความ/เช็กราคาสินค้าไอทีก่อนขายต้องดูอะไรบ้าง",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/บทความ/เช็กราคาสินค้าไอทีก่อนขายต้องดูอะไรบ้าง","index, follow","เช็กราคาสินค้าไอทีก่อนขายต้องดูอะไรบ้าง | WINNER IT","เช็กราคาสินค้าไอทีก่อนขายต้องดูอะไรบ้าง",639,true,"Organization|AdministrativeArea|WebSite|WebPage|Article|BreadcrumbList|ListItem",true,true,false,false,24
"/บทความ/เตรียมโน๊ตบุ๊คก่อนขายอย่างไร",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/บทความ/เตรียมโน๊ตบุ๊คก่อนขายอย่างไร","index, follow","เตรียมโน๊ตบุ๊คก่อนขายอย่างไร | WINNER IT","เตรียมโน๊ตบุ๊คก่อนขายอย่างไร",483,true,"Organization|AdministrativeArea|WebSite|WebPage|Article|BreadcrumbList|ListItem",true,true,false,false,25
"/บริการรับซื้อถึงที่โคราช",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/บริการรับซื้อถึงที่โคราช","index, follow","บริการรับซื้อถึงที่ โคราช นัดรับสินค้าไอที | WINNER IT","บริการรับซื้อถึงที่ โคราช",1322,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,21
"/บริษัทปิดกิจการขายอุปกรณ์ไอที",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/บริษัทปิดกิจการขายอุปกรณ์ไอที","index, follow","บริษัทปิดกิจการขายอุปกรณ์ไอที โคราช | WINNER IT","บริษัทปิดกิจการขายอุปกรณ์ไอที",1200,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,21
"/พื้นที่/ด่านขุนทด",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/พื้นที่/ด่านขุนทด","index, follow","รับซื้อไอทีด่านขุนทด อำเภอด่านขุนทด | WINNER IT","รับซื้อไอทีอำเภอด่านขุนทด",371,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,23
"/พื้นที่/บัวใหญ่",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/พื้นที่/บัวใหญ่","index, follow","รับซื้อไอทีบัวใหญ่ อำเภอบัวใหญ่ | WINNER IT","รับซื้อไอทีอำเภอบัวใหญ่",375,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,22
"/พื้นที่/ปักธงชัย",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/พื้นที่/ปักธงชัย","index, follow","รับซื้อไอทีปักธงชัย อำเภอปักธงชัย | WINNER IT","รับซื้อไอทีอำเภอปักธงชัย",459,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,23
"/พื้นที่/ปากช่อง",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/พื้นที่/ปากช่อง","index, follow","รับซื้อไอทีปากช่อง อำเภอปากช่อง | WINNER IT","รับซื้อไอทีอำเภอปากช่อง",643,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,22
"/พื้นที่/พิมาย",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/พื้นที่/พิมาย","index, follow","รับซื้อไอทีพิมาย อำเภอพิมาย | WINNER IT","รับซื้อไอทีอำเภอพิมาย",386,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,22
"/พื้นที่/มหาวิทยาลัยเทคโนโลยีสุรนารี",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/พื้นที่/มหาวิทยาลัยเทคโนโลยีสุรนารี","index, follow","รับซื้อไอที มทส. มหาวิทยาลัยเทคโนโลยีสุรนารี | WINNER IT","รับซื้อไอที มทส. มหาวิทยาลัยเทคโนโลยีสุรนารี",495,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,23
"/พื้นที่/สีคิ้ว",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/พื้นที่/สีคิ้ว","index, follow","รับซื้อไอทีสีคิ้ว อำเภอสีคิ้ว | WINNER IT","รับซื้อไอทีอำเภอสีคิ้ว",516,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,23
"/พื้นที่/สูงเนิน",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/พื้นที่/สูงเนิน","index, follow","รับซื้อไอทีสูงเนิน อำเภอสูงเนิน | WINNER IT","รับซื้อไอทีอำเภอสูงเนิน",529,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,22
"/พื้นที่/เมืองนครราชสีมา",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/พื้นที่/เมืองนครราชสีมา","index, follow","รับซื้อไอทีเมืองนครราชสีมา | WINNER IT","รับซื้อไอทีเขตเมืองนครราชสีมา",864,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,23
"/พื้นที่/โชคชัย",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/พื้นที่/โชคชัย","index, follow","รับซื้อไอทีโชคชัย อำเภอโชคชัย | WINNER IT","รับซื้อไอทีอำเภอโชคชัย",408,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,22
"/พื้นที่/โนนสูง",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/พื้นที่/โนนสูง","index, follow","รับซื้อไอทีโนนสูง อำเภอโนนสูง | WINNER IT","รับซื้อไอทีอำเภอโนนสูง",358,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,22
"/รับซื้อ-apple-watch-โคราช",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อ-apple-watch-โคราช","index, follow","รับซื้อ Apple Watch โคราช | ประเมินผ่าน LINE นัดรับตามสะดวก | WINNER IT","รับซื้อ Apple Watch โคราช ประเมินผ่าน LINE นัดรับตามสะดวก",1970,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,25
"/รับซื้อ-cpu-โคราช",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อ-cpu-โคราช","index, follow","รับซื้อ CPU โคราช ประเมินซีพียู Intel และ AMD มือสอง | WINNER IT","รับซื้อ CPU โคราช",1564,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,21
"/รับซื้อ-imac-mac-mini-โคราช",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อ-imac-mac-mini-โคราช","index, follow","รับซื้อ iMac และ Mac mini โคราช | ประเมินผ่าน LINE | WINNER IT","รับซื้อ iMac และ Mac mini โคราช ประเมินผ่าน LINE",2016,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,26
"/รับซื้อ-ipad-โคราช",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อ-ipad-โคราช","index, follow","รับซื้อ iPad โคราช | ประเมินผ่าน LINE นัดรับตามสะดวก | WINNER IT","รับซื้อ iPad โคราช ประเมินผ่าน LINE นัดรับตามสะดวก",2170,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,25
"/รับซื้อ-iphone-โคราช",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อ-iphone-โคราช","index, follow","รับซื้อ iPhone โคราช | ประเมินผ่าน LINE นัดรับตามสะดวก | WINNER IT","รับซื้อ iPhone โคราช ประเมินผ่าน LINE นัดรับตามสะดวก",2224,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,27
"/รับซื้อ-macbook-โคราช",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อ-macbook-โคราช","index, follow","รับซื้อ MacBook โคราช | ประเมินผ่าน LINE นัดรับตามสะดวก | WINNER IT","รับซื้อ MacBook โคราช ประเมินผ่าน LINE นัดรับตามสะดวก",2139,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,26
"/รับซื้อ-nintendo-switch-โคราช",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อ-nintendo-switch-โคราช","index, follow","รับซื้อ Nintendo Switch โคราช ประเมินเครื่องเกมมือสอง | WINNER IT","รับซื้อ Nintendo Switch โคราช",1204,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,21
"/รับซื้อ-playstation-โคราช",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อ-playstation-โคราช","index, follow","รับซื้อ PlayStation โคราช PS5 PS4 มือสอง | WINNER IT","รับซื้อ PlayStation โคราช",1249,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,21
"/รับซื้อ-server-network-โคราช",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อ-server-network-โคราช","index, follow","รับซื้อ Server Network โคราช อุปกรณ์เครือข่ายมือสอง | WINNER IT","รับซื้อ Server Network โคราช",1277,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,21
"/รับซื้อ-ssd-hdd-โคราช",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อ-ssd-hdd-โคราช","index, follow","รับซื้อ SSD HDD โคราช ฮาร์ดดิสก์และ SSD มือสอง | WINNER IT","รับซื้อ SSD HDD โคราช",1300,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,21
"/รับซื้อกล้อง-โคราช",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อกล้อง-โคราช","index, follow","รับซื้อกล้อง โคราช กล้อง DSLR Mirrorless มือสอง | WINNER IT","รับซื้อกล้อง โคราช",1340,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,21
"/รับซื้อการ์ดจอ-โคราช",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อการ์ดจอ-โคราช","index, follow","รับซื้อการ์ดจอ โคราช ประเมิน GPU มือสองอย่างเป็นระบบ | WINNER IT","รับซื้อการ์ดจอ โคราช",1829,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,21
"/รับซื้อคอมตั้งโต๊ะ-โคราช",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อคอมตั้งโต๊ะ-โคราช","index, follow","รับซื้อคอมตั้งโต๊ะ โคราช | Dell HP Lenovo ประเมินผ่าน LINE | WINNER IT","รับซื้อคอมตั้งโต๊ะ โคราช ประเมินผ่าน LINE",1870,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,26
"/รับซื้อคอมบริษัท-โคราช",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อคอมบริษัท-โคราช","index, follow","รับซื้อคอมบริษัท โคราช รับซื้อ IT Asset องค์กร | WINNER IT","รับซื้อคอมบริษัท โคราช",1345,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,21
"/รับซื้อคอมประกอบ-โคราช",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อคอมประกอบ-โคราช","index, follow","รับซื้อคอมประกอบ โคราช | ตรวจสเปกจริง ประเมินผ่าน LINE | WINNER IT","รับซื้อคอมประกอบ โคราช ตรวจสเปกจริง ประเมินผ่าน LINE",1852,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,25
"/รับซื้อคอมพิวเตอร์-โคราช",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อคอมพิวเตอร์-โคราช","index, follow","รับซื้อคอมพิวเตอร์ โคราช | ตั้งโต๊ะ ประกอบ เกมมิ่ง | WINNER IT","รับซื้อคอมพิวเตอร์ โคราช ประเมินผ่าน LINE นัดรับตามสะดวก",1882,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,28
"/รับซื้อคอมเกมมิ่ง-โคราช",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อคอมเกมมิ่ง-โคราช","index, follow","รับซื้อคอมเกมมิ่ง โคราช | ตรวจการ์ดจอ ประเมินผ่าน LINE | WINNER IT","รับซื้อคอมเกมมิ่ง โคราช ตรวจการ์ดจอ ประเมินผ่าน LINE",1892,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,26
"/รับซื้อคอมเก่า-โคราช",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อคอมเก่า-โคราช","index, follow","รับซื้อคอมเก่า โคราช คอมตั้งโต๊ะรุ่นเก่า | WINNER IT","รับซื้อคอมเก่า โคราช",1207,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,21
"/รับซื้อจอมอนิเตอร์-โคราช",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อจอมอนิเตอร์-โคราช","index, follow","รับซื้อจอมอนิเตอร์ โคราช จอคอมและจอเกมมิ่งมือสอง | WINNER IT","รับซื้อจอมอนิเตอร์ โคราช",1272,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,21
"/รับซื้อลำโพง-โคราช",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อลำโพง-โคราช","index, follow","รับซื้อลำโพง โคราช ลำโพงบluetooth และลำโพงมือสอง | WINNER IT","รับซื้อลำโพง โคราช",1206,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,21
"/รับซื้อสินค้าไอที",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อสินค้าไอที","index, follow","รับซื้อสินค้าไอที โคราช บริการรับซื้อ IT ครบวงจร | WINNER IT","รับซื้อสินค้าไอที โคราช",1502,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,21
"/รับซื้อสินค้าไอทียกล็อต",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อสินค้าไอทียกล็อต","index, follow","รับซื้อสินค้าไอทียกล็อต โคราช | WINNER IT","รับซื้อสินค้าไอทียกล็อต",1210,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,21
"/รับซื้อสินค้าไอทีไม่มีอุปกรณ์-โคราช",200,yes,"https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อสินค้าไอทีไม่มีอุปกรณ์-โคราช","index, follow","รับซื้อสินค้าไอทีไม่มีอุปกรณ์ โคราช | WINNER IT","รับซื้อสินค้าไอทีไม่มีอุปกรณ์ โคราช",1200,true,"Organization|AdministrativeArea|WebSite|WebPage|Service|BreadcrumbList|ListItem|FAQPage|Question|Answer",true,true,false,false,21
